id,candidate,candidate_confidence,relevant_yn,relevant_yn_confidence,sentiment,sentiment_confidence,subject_matter,subject_matter_confidence,candidate_gold,name,relevant_yn_gold,retweet_count,sentiment_gold,subject_matter_gold,text,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone
8269,Donald Trump,1,yes,1,0,0.6531,None of the above,1,,illinimarine7,,0,,,Using Trump to troll liberals may be my new favorite thing!!!! #GOPDebates,,07-08-2015 05:19,6.30E+17,Chicago ,Mountain Time (US & Canada)
8270,No candidate mentioned,1,yes,1,1,0.6556,None of the above,1,,DMMadora,,11,,,RT @kimguilfoyle: Two great debates! Who were your favorites? Let me know your thoughts #GOPDebates #RoadTo2016,,07-08-2015 05:18,6.30E+17,,
8271,No candidate mentioned,1,yes,1,0,0.6556,FOX News or Moderators,1,,DPRFOZ,,0,,,Any SANE person was impressed w/the Quality of the Moderators at #GOPDebates. But Agenda Driven Haters gotta HATE.  https://t.co/3dc47McBht,,07-08-2015 05:18,6.30E+17,Colorado,
8272,No candidate mentioned,1,yes,1,0,0.684,FOX News or Moderators,1,,rw8437,,116,,,RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates,,07-08-2015 05:17,6.30E+17,"Massachusetts, USA",
8273,No candidate mentioned,1,yes,1,1,1,None of the above,0.6279,,MadisonSiriusXM,,2,,,Did you watch the Republican debate? #JoeMadison #SiriusXM #BlackEagle #GOPDebates http://t.co/GatXZ7ypJD,,07-08-2015 05:16,6.30E+17,"Washington, DC",Eastern Time (US & Canada)
8274,Ted Cruz,1,yes,1,1,0.661,None of the above,1,,franmary,,67,,,"RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates",,07-08-2015 05:15,6.30E+17,,Quito
8275,No candidate mentioned,1,yes,1,0,1,None of the above,1,,WallyWaffles27,,19,,,"RT @BettyFckinWhite: So many great jokes on Twitter tonight about the #GOPDebates, but not as many as there were on stage.",,07-08-2015 05:14,6.30E+17,"Chicago, IL",Central Time (US & Canada)
8276,No candidate mentioned,1,yes,1,1,0.6667,Foreign Policy,1,,titford_megan,,23,,,"RT @MarkDavis: #Perry, #Fiorina clips on #IranDeal are better than most answers being given in this debate #GOPDebates",,07-08-2015 05:13,6.30E+17,"Austin, Texas",
8277,No candidate mentioned,1,yes,1,1,0.6917,None of the above,1,,alcouvi,,0,,,@kimguilfoyle I'm getting Fiorina yard signs! #GOPDebates,,07-08-2015 05:12,6.30E+17,,Eastern Time (US & Canada)
8278,No candidate mentioned,0.4062,yes,0.6374,0,0.3516,Foreign Policy,0.4062,,RickPerry45th,,23,,,"RT @MarkDavis: #Perry, #Fiorina clips on #IranDeal are better than most answers being given in this debate #GOPDebates",,07-08-2015 05:11,6.30E+17,,
8279,No candidate mentioned,1,yes,1,0,0.686,None of the above,1,,Raina_Kadavil,,1,,,Two great political comedy acts in one night - the last of #JonStewart and the #GOPDebates #tears,,07-08-2015 05:11,6.30E+17,,Eastern Time (US & Canada)
8280,Donald Trump,1,yes,1,0,1,FOX News or Moderators,1,,PmiCenter,,12,,,RT @kwrcrow: When will they learn? @FoxNews @megynkelly attack @realDonaldTrump and he wins @TIME &amp; @DRUDGE poll. #GOPDebates http://t.co/o…,,07-08-2015 05:10,6.30E+17,Mid West America,Eastern Time (US & Canada)
8281,No candidate mentioned,1,yes,1,1,1,None of the above,1,,SimonRadio1776,,0,,,Who won the #GOPDebates last night? TWO Polls for you today... CLICK to take part http://t.co/FgYREb60Be @WHORadio #iacaucus #tcot #freedom,,07-08-2015 05:09,6.30E+17,"Des Moines, IA, USA",Quito
8282,No candidate mentioned,0.4512,yes,0.6717,0,0.6717,FOX News or Moderators,0.2307,,iam3md,,116,,,RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates,,07-08-2015 05:09,6.30E+17,,Central Time (US & Canada)
8283,No candidate mentioned,1,yes,1,1,0.6409,None of the above,1,,BennettJr8,,11,,,RT @kimguilfoyle: Two great debates! Who were your favorites? Let me know your thoughts #GOPDebates #RoadTo2016,,07-08-2015 05:06,6.30E+17,"Arkansas, USA",Pacific Time (US & Canada)
8284,Jeb Bush,0.648,yes,1,0,0.352,None of the above,1,,POVUKLonelyFish,,3,,,RT @jaret2113: Jeb could whoop Trumps ass in corn hole. #gopdebates,,07-08-2015 05:06,6.30E+17,,London
8285,Jeb Bush,1,yes,1,0,1,None of the above,1,,POVUKLonelyFish,,4,,,RT @jaret2113: I'll bet George W. can drink Jeb under the table...like embarrassingly!!!!! #gopdebates,,07-08-2015 05:05,6.30E+17,,London
8286,Rand Paul,1,yes,1,0,0.6593,None of the above,1,,POVUKLonelyFish,,5,,,RT @jaret2113: Rand Paul - this is what Justin Timberlake will look like in 10 years. #gopdebates,,07-08-2015 05:05,6.30E+17,,London
8287,Donald Trump,1,yes,1,0,1,FOX News or Moderators,1,,kwrcrow,,0,,,@foxandfriends @megynkelly made @CandyCrowley look professional with her vicious attacks on @realDonaldTrump. So biased! #GOPDebates,,07-08-2015 05:05,6.30E+17,Fly Over Country,Mountain Time (US & Canada)
8288,Donald Trump,1,yes,1,1,0.6512,FOX News or Moderators,1,,SMedia4,,72,,,"RT @larryelder: Trump should have said, ""Megyn, ask these nine candidates, if they plan to support ME when I win the nomination.""
#GOPDebat…",,07-08-2015 05:03,6.30E+17,,Asia/Muscat
8289,Donald Trump,0.2622,yes,0.7134,1,0.7134,None of the above,0.5089,,MusicIsMyLyfe22,,0,,,“Are We Being Punk’d?” Twitter Has A Field Day With Round 1 Of The #GOPDebates http://t.co/0yX61vKDtm,,07-08-2015 05:02,6.30E+17,,
8290,John Kasich,0.4829,yes,0.6949,1,0.3587,Healthcare (including Medicare),0.4829,,ChildHealthUSA,,1,,,#MedicaidWorks #GOPDebates RT @JHWeissmann: John Kasich should be Medicaid's new spokesman http://t.co/4rilCTnGSA,,07-08-2015 05:02,6.30E+17,"Washington, DC",Eastern Time (US & Canada)
8291,Rand Paul,0.2428,yes,0.6915,1,0.6915,None of the above,0.2428,,HAPLibertarian,,0,,,@kimguilfoyle Rand Paul gave the most unscripted performance and Carly Fiorina did the same in the first in #GOPDebates,,07-08-2015 05:01,6.30E+17,"Naples, FL USA",Eastern Time (US & Canada)
8292,Jeb Bush,0.4265,yes,0.6531,0,0.6531,None of the above,0.4265,,DJWilliams77,,172,,,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,,07-08-2015 05:01,6.30E+17,"Somewhere, U.S.A.",Mountain Time (US & Canada)
8293,No candidate mentioned,1,yes,1,1,0.6585,None of the above,1,,jjf313,,11,,,RT @kimguilfoyle: Two great debates! Who were your favorites? Let me know your thoughts #GOPDebates #RoadTo2016,,07-08-2015 05:00,6.30E+17,,
8294,Donald Trump,1,yes,1,0,0.6526,FOX News or Moderators,1,,pjpaton,,12,,,RT @kwrcrow: When will they learn? @FoxNews @megynkelly attack @realDonaldTrump and he wins @TIME &amp; @DRUDGE poll. #GOPDebates http://t.co/o…,,07-08-2015 05:00,6.30E+17,USA/UK,London
8295,No candidate mentioned,0.4038,yes,0.6354,1,0.6354,None of the above,0.4038,,RNCWEEKINCLE,,11,,,RT @kimguilfoyle: Two great debates! Who were your favorites? Let me know your thoughts #GOPDebates #RoadTo2016,,07-08-2015 05:00,6.30E+17,Cleveland Ohio ,
8296,Donald Trump,1,yes,1,1,0.6842,FOX News or Moderators,1,,georgiatauchas,,12,,,RT @kwrcrow: When will they learn? @FoxNews @megynkelly attack @realDonaldTrump and he wins @TIME &amp; @DRUDGE poll. #GOPDebates http://t.co/o…,,07-08-2015 05:00,6.30E+17,Iowa,
8297,No candidate mentioned,0.4491,yes,0.6701,0,0.6701,FOX News or Moderators,0.4491,,mstanish53,,1,,,RT @TenSecondCynic: Fox News didn't ask one of the #GOPDebates candidates what they planned to do about Mall Walkers.,,07-08-2015 04:59,6.30E+17,,
8298,Ted Cruz,1,yes,1,1,0.6778,None of the above,1,,JoeMGoldner,,67,,,"RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates",,07-08-2015 04:59,6.30E+17,Florida,Eastern Time (US & Canada)
8299,No candidate mentioned,1,yes,1,0,1,None of the above,0.6292,,kwrcrow,,2,,,@marilynarndt @princeofbordue1 I think @megynkelly was vicious and very unprofessional last night. She lost me also. #GOPDebates #PJNET,,07-08-2015 04:58,6.30E+17,Fly Over Country,Mountain Time (US & Canada)
8300,No candidate mentioned,1,yes,1,0,1,FOX News or Moderators,1,,bearfan02,,142,,,RT @RWSurferGirl: We the American people pick the next President of United States not FOX News 🇺🇸 #GOPDebate  #GOPDebates,,07-08-2015 04:58,6.30E+17,,
8301,Ted Cruz,1,yes,1,1,0.6531,None of the above,1,,mailabull,,67,,,"RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates",,07-08-2015 04:58,6.30E+17,USA,
8302,Ted Cruz,1,yes,1,1,0.679,None of the above,1,,rratkinson,,67,,,"RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates",,07-08-2015 04:58,6.30E+17,"Pasadena, TX",Central Time (US & Canada)
8303,John Kasich,0.6789,yes,1,1,0.6789,None of the above,1,,DawnMcNary,,0,,,@kimguilfoyle #GOPDebates #RoadTo2016 Kasich showed well .. But frankly too many folks up there to truly 'learn' who&amp;what they were about,,07-08-2015 04:58,6.30E+17,Dallas & Lyme & New London,Central Time (US & Canada)
8304,Scott Walker,1,yes,1,1,0.675,None of the above,1,,MaryMorehouse2,,0,,,@kimguilfoyle #GOPDebates  Walker. Christie and Trump,,07-08-2015 04:57,6.30E+17,,
8305,No candidate mentioned,1,yes,1,1,0.6395,None of the above,1,,Flinzo,,0,,,"@kimguilfoyle Mine was @CarlyFiorina, and there was not a close 2nd. #GOPDebates",,07-08-2015 04:56,6.30E+17,"Alexandria, VA",
8306,Donald Trump,1,yes,1,1,0.6898,None of the above,0.6374,,StalinSaurus,,72,,,"RT @larryelder: Trump should have said, ""Megyn, ask these nine candidates, if they plan to support ME when I win the nomination.""
#GOPDebat…",,07-08-2015 04:56,6.30E+17,"Light and dark, form and void",
8307,Ted Cruz,0.6932,yes,1,1,0.6477,None of the above,1,,JVER1,,67,,,"RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates",,07-08-2015 04:56,6.30E+17,,Eastern Time (US & Canada)
8308,Donald Trump,0.4536,yes,0.6735,1,0.6735,FOX News or Moderators,0.4536,,Rich6667201,,0,,,#RNC needs those #Trump2016 voters to win gen elect- without them hiliary is next pres. #GOPDebates #FoxNews. Be Fair-bench MW &amp; @megynkelly,,07-08-2015 04:55,6.30E+17,blue state of moochers---NJ,
8309,Donald Trump,1,yes,1,1,1,None of the above,1,,JagGluck,,1,,,RT @kwrcrow: Congrats to @realDonaldTrump for your win in #GOPDebates polling last night. @Time @DRUDGE_REPORT Well done Sir! http://t.co/n…,,07-08-2015 04:55,6.30E+17,,Atlantic Time (Canada)
8310,No candidate mentioned,1,yes,1,1,0.6737,None of the above,1,,tejano611,,11,,,RT @kimguilfoyle: Two great debates! Who were your favorites? Let me know your thoughts #GOPDebates #RoadTo2016,,07-08-2015 04:55,6.30E+17,Odessa Texas,
8311,Donald Trump,1,yes,1,1,1,None of the above,1,,TBK1955,,0,,,"""@kimguilfoyle: Two great debates! Who were your favorites? Let me know your thoughts #GOPDebates #RoadTo2016""TRUMP baby!",,07-08-2015 04:55,6.30E+17,,
8312,Donald Trump,0.4536,yes,0.6735,1,0.6735,None of the above,0.4536,,kwrcrow,,1,,,Congrats to @realDonaldTrump for your win in #GOPDebates polling last night. @Time @DRUDGE_REPORT Well done Sir! http://t.co/nDu4EO1VRX,,07-08-2015 04:54,6.30E+17,Fly Over Country,Mountain Time (US & Canada)
8313,No candidate mentioned,1,yes,1,1,0.659,None of the above,1,,carmtragianese,,11,,,RT @kimguilfoyle: Two great debates! Who were your favorites? Let me know your thoughts #GOPDebates #RoadTo2016,,07-08-2015 04:54,6.30E+17,,
8314,Ted Cruz,1,yes,1,1,0.6739,None of the above,1,,Youxia88,,0,,,Ted Cruz and Carly RT @kimguilfoyle: Two great debates! Who were your favorites? Let me know your thoughts #GOPDebates #RoadTo2016,,07-08-2015 04:54,6.30E+17,"Riverbanks Zoo, Columbia, SC",Eastern Time (US & Canada)
8315,No candidate mentioned,1,yes,1,1,1,None of the above,1,,Jeanee31,,11,,,RT @kimguilfoyle: Two great debates! Who were your favorites? Let me know your thoughts #GOPDebates #RoadTo2016,,07-08-2015 04:53,6.30E+17,United States,Eastern Time (US & Canada)
8316,No candidate mentioned,1,yes,1,1,1,None of the above,1,,AlvisWuofficial,,11,,,RT @kimguilfoyle: Two great debates! Who were your favorites? Let me know your thoughts #GOPDebates #RoadTo2016,,07-08-2015 04:53,6.30E+17,Coney Island Brooklyn New York,Eastern Time (US & Canada)
8317,Ted Cruz,0.6796,yes,1,1,1,None of the above,1,,Timber79,,67,,,"RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates",,07-08-2015 04:53,6.30E+17,USA,Eastern Time (US & Canada)
8318,No candidate mentioned,1,yes,1,1,1,None of the above,1,,kimguilfoyle,,11,,,Two great debates! Who were your favorites? Let me know your thoughts #GOPDebates #RoadTo2016,,07-08-2015 04:53,6.30E+17,New York,Quito
8319,Ted Cruz,1,yes,1,1,0.6364,None of the above,1,,meowmeowtcot,,67,,,"RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates",,07-08-2015 04:53,6.30E+17,,Eastern Time (US & Canada)
8320,Donald Trump,1,yes,1,0,0.3571,FOX News or Moderators,1,,upsidedownation,,12,,,RT @kwrcrow: When will they learn? @FoxNews @megynkelly attack @realDonaldTrump and he wins @TIME &amp; @DRUDGE poll. #GOPDebates http://t.co/o…,,07-08-2015 04:51,6.30E+17,,Mountain Time (US & Canada)
8321,Donald Trump,0.3923,yes,0.6264,1,0.3297,FOX News or Moderators,0.3923,,EdFlint2,,12,,,RT @kwrcrow: When will they learn? @FoxNews @megynkelly attack @realDonaldTrump and he wins @TIME &amp; @DRUDGE poll. #GOPDebates http://t.co/o…,,07-08-2015 04:51,6.30E+17,Canada ,Eastern Time (US & Canada)
8322,Ted Cruz,1,yes,1,1,1,None of the above,1,,SpaceboyZER0,,67,,,"RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates",,07-08-2015 04:51,6.30E+17,,
8323,Ted Cruz,1,yes,1,1,1,None of the above,1,,CommonSenseGuy2,,67,,,"RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates",,07-08-2015 04:51,6.30E+17,"Central Iowa, USA",Central Time (US & Canada)
8324,Donald Trump,1,yes,1,0,0.6548,FOX News or Moderators,1,,kwrcrow,,12,,,When will they learn? @FoxNews @megynkelly attack @realDonaldTrump and he wins @TIME &amp; @DRUDGE poll. #GOPDebates http://t.co/oeilPvkKbE,,07-08-2015 04:51,6.30E+17,Fly Over Country,Mountain Time (US & Canada)
8325,No candidate mentioned,1,yes,1,0,1,FOX News or Moderators,1,,Yankee197,,116,,,RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates,,07-08-2015 04:49,6.30E+17,everywhere,
8326,No candidate mentioned,0.4074,yes,0.6383,0,0.3404,None of the above,0.4074,,FalonnKebjn,,0,,,#GOPDebates was the bachelor on foxtv.last night,,07-08-2015 04:48,6.30E+17,,
8327,Chris Christie,0.4826,yes,0.6947,0,0.6947,None of the above,0.2447,,PryorJeffrey,,48,,,RT @RWSurferGirl: Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate  #GOPDebates,,07-08-2015 04:43,6.30E+17,,
8328,Chris Christie,1,yes,1,0,1,Foreign Policy,1,,Dance4Jonas,,48,,,RT @RWSurferGirl: Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate  #GOPDebates,,07-08-2015 04:43,6.30E+17,In Bikini Bottom w/ SpongeBob,Pacific Time (US & Canada)
8329,No candidate mentioned,1,yes,1,0,0.7093,FOX News or Moderators,0.7093,,EvelynVanTil,,0,,,The #GOPDebates Showed How @FoxNews Enforces #Republican Orthodoxy http://t.co/IHNwy8DgCm via @HuffPostPol #rhetoric #politics #journalusm,,07-08-2015 04:41,6.30E+17,"Columbus, OH",Eastern Time (US & Canada)
8330,Ted Cruz,1,yes,1,1,0.686,None of the above,1,,Babbsgirl2,,67,,,"RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates",,07-08-2015 04:41,6.30E+17,,Eastern Time (US & Canada)
8331,Ben Carson,1,yes,1,0,1,None of the above,1,,niceninja,,1,,,RT @HellyerE: @IngrahamAngle @niceninja @RealBenCarson Iol noticed in neither #GOPDebates~ not one person jumped up &amp; yelled #YOULIE Juxtap…,,07-08-2015 04:37,6.30E+17,SoCal,Pacific Time (US & Canada)
8332,Ben Carson,0.7089,yes,1,1,0.7089,None of the above,1,,HellyerE,,1,,,@IngrahamAngle @niceninja @RealBenCarson Iol noticed in neither #GOPDebates~ not one person jumped up &amp; yelled #YOULIE Juxtapose DemocRats,,07-08-2015 04:37,6.30E+17,Don't mess with Texas,
8333,Ted Cruz,1,yes,1,1,0.6326,None of the above,1,,donaldbroom,,67,,,"RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates",,07-08-2015 04:36,6.30E+17,"Johnson City, Tn",Eastern Time (US & Canada)
8334,Ted Cruz,1,yes,1,1,0.6742,None of the above,1,,julie4truth,,67,,,"RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates",,07-08-2015 04:34,6.30E+17,TN,
8335,Donald Trump,1,yes,1,0,0.6705,FOX News or Moderators,0.6705,,21-Aug,,72,,,"RT @larryelder: Trump should have said, ""Megyn, ask these nine candidates, if they plan to support ME when I win the nomination.""
#GOPDebat…",,07-08-2015 04:34,6.30E+17,,
8336,No candidate mentioned,1,yes,1,0,0.6493,FOX News or Moderators,1,,redneckviews,,142,,,RT @RWSurferGirl: We the American people pick the next President of United States not FOX News 🇺🇸 #GOPDebate  #GOPDebates,,07-08-2015 04:33,6.30E+17,,Atlantic Time (Canada)
8337,Ted Cruz,1,yes,1,1,0.3785,None of the above,1,,_Balls_Of_Fury,,67,,,"RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates",,07-08-2015 04:33,6.30E+17,,Eastern Time (US & Canada)
8338,No candidate mentioned,1,yes,1,0,1,None of the above,1,,walizonia,,4,,,"RT @LemonMeringue19: Intelligence, class and charm are no longer requirements for the presidency, I guess. #GOPDebates",,07-08-2015 04:33,6.30E+17,,
8339,Ted Cruz,1,yes,1,1,0.6667,None of the above,1,,A_M_Perez,,67,,,"RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates",,07-08-2015 04:33,6.30E+17,Afgruberstan,Auckland
8340,Ted Cruz,1,yes,1,1,0.6632,None of the above,1,,gary4205,,67,,,"RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates",,07-08-2015 04:32,6.30E+17,Texas,Eastern Time (US & Canada)
8341,Ted Cruz,1,yes,1,1,0.6596,None of the above,0.6596,,LMM1952,,67,,,"RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates",,07-08-2015 04:32,6.30E+17,,Eastern Time (US & Canada)
8342,No candidate mentioned,1,yes,1,0,1,FOX News or Moderators,1,,DewittTim,,142,,,RT @RWSurferGirl: We the American people pick the next President of United States not FOX News 🇺🇸 #GOPDebate  #GOPDebates,,07-08-2015 04:32,6.30E+17,Illinois,Central Time (US & Canada)
8343,No candidate mentioned,1,yes,1,0,0.686,None of the above,0.6512,,LemonMeringue19,,2,,,RT @diegueno: what working people missed in the #GOPdebates last night http://t.co/v0KyvZoPRu,,07-08-2015 04:32,6.30E+17,"Kansas, USA",Pacific Time (US & Canada)
8344,Ben Carson,0.4205,yes,0.6484,1,0.6484,None of the above,0.4205,,runsniceGBR,,8,,,"RT @KentPavelka: Three best performance in the #GOPDebates (in no order), IMHO:  Carly Fiorina &amp; Ben Carson &amp; Marco Rubio.",,07-08-2015 04:31,6.30E+17,,
8345,Ted Cruz,1,yes,1,1,0.6813,None of the above,1,,LibertyForUSA,,67,,,"RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates",,07-08-2015 04:30,6.30E+17,America The Borderless ,Central Time (US & Canada)
8346,No candidate mentioned,0.6526,yes,1,1,0.3684,None of the above,0.6526,,50nsexy2014,,1,,,"RT @fieldnegro: So now we know who uncle Rupert does NOT want to be the republican nominee. Mr Bad Hair, that would be you. #GOPDebates",,07-08-2015 04:29,6.30E+17,Pennsylvania,Pacific Time (US & Canada)
8347,Ted Cruz,1,yes,1,1,1,None of the above,0.6552,,beverlybarnes28,,67,,,"RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates",,07-08-2015 04:27,6.30E+17,"Quite Villiage,Texas",America/Chicago
8348,Ted Cruz,1,yes,1,1,0.6813,None of the above,1,,binksbuddie,,67,,,"RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates",,07-08-2015 04:26,6.30E+17,oz,Central Time (US & Canada)
8349,Ted Cruz,1,yes,1,1,1,None of the above,1,,GOPAmericanMom,,67,,,"RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates",,07-08-2015 04:24,6.30E+17,"Almost Heaven WV, USA",Eastern Time (US & Canada)
8350,Ted Cruz,1,yes,1,1,0.6488,None of the above,1,,TrucksHorsesDog,,67,,,"RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates",,07-08-2015 04:24,6.30E+17,A R I Z O N A,Arizona
8351,Donald Trump,1,yes,1,0,1,None of the above,0.6643,,50nsexy2014,,8,,,"RT @SupermanHotMale: You liar, Trump, You came out against the war in Iraq because your other businesses went belly up #GopDebates",,07-08-2015 04:23,6.30E+17,Pennsylvania,Pacific Time (US & Canada)
8352,Ted Cruz,1,yes,1,1,0.6731,None of the above,1,,AppSame,,67,,,"RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates",,07-08-2015 04:23,6.30E+17,"Tampa, Fl,Washington DC",Eastern Time (US & Canada)
8353,No candidate mentioned,0.4559,yes,0.6752,1,0.3472,FOX News or Moderators,0.4559,,slopokejohn,,116,,,RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates,,07-08-2015 04:22,6.30E+17,All 48 states,
8354,Donald Trump,1,yes,1,0,0.6934,None of the above,1,,Sote86,,19,,,RT @BettyFckinWhite: So Donald Trump is Biff from Back to the Future 2? #GOPDebates #womensrights  #combover http://t.co/IS9GYB7P31,,07-08-2015 04:22,6.30E+17,"ÜT: 41.97754,-87.90687",Central Time (US & Canada)
8355,Ted Cruz,1,yes,1,1,1,None of the above,1,,LSUproud,,67,,,"RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates",,07-08-2015 04:19,6.30E+17,Louisiana,Central Time (US & Canada)
8356,Donald Trump,1,yes,1,1,0.6377,None of the above,0.6377,,AFM0455,,72,,,"RT @larryelder: Trump should have said, ""Megyn, ask these nine candidates, if they plan to support ME when I win the nomination.""
#GOPDebat…",,07-08-2015 04:19,6.30E+17,"Doylestown, Pa.",Atlantic Time (Canada)
8357,Chris Christie,1,yes,1,0,1,Foreign Policy,0.6477,,CallMeMrBigs,,48,,,RT @RWSurferGirl: Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate  #GOPDebates,,07-08-2015 04:18,6.30E+17,NE - DC area - U.S.,Central Time (US & Canada)
8358,Jeb Bush,0.4074,yes,0.6383,1,0.3511,,0.2309,,SolPirate,,0,,,The #GOPDebates are all about Jeb. Get use to it.  https://t.co/bjEnX16UB1,,07-08-2015 04:16,6.30E+17,Caribbean,Central Time (US & Canada)
8359,No candidate mentioned,1,yes,1,0,0.6667,None of the above,1,,slopokejohn,,43,,,RT @RWSurferGirl: I need to order another green apple martini to process what the hell just happened. 🇺🇸 #GOPDebate  #GOPDebates,,07-08-2015 04:16,6.30E+17,All 48 states,
8360,Donald Trump,1,yes,1,1,0.6342,FOX News or Moderators,0.6983,,Miki9857,,72,,,"RT @larryelder: Trump should have said, ""Megyn, ask these nine candidates, if they plan to support ME when I win the nomination.""
#GOPDebat…",,07-08-2015 04:15,6.30E+17,Getting out of NY,Eastern Time (US & Canada)
8361,Donald Trump,0.4293,yes,0.6552,0,0.3678,FOX News or Moderators,0.4293,,CleansweepUSA,,72,,,"RT @larryelder: Trump should have said, ""Megyn, ask these nine candidates, if they plan to support ME when I win the nomination.""
#GOPDebat…",,07-08-2015 04:14,6.30E+17,USA,Central Time (US & Canada)
8362,Chris Christie,1,yes,1,0,0.6739,Foreign Policy,0.6739,,rage_chaos,,48,,,RT @RWSurferGirl: Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate  #GOPDebates,,07-08-2015 04:14,6.30E+17,Garden City Beach via L.A. ,
8363,No candidate mentioned,1,yes,1,1,1,Foreign Policy,1,,AlbertFiorino,,0,,,1 bright light in last evening #GOPDebates. Hope @CarlyFiorina will soften position on #IranDeal. Optimism instead. https://t.co/3Wz2hAAgk8,,07-08-2015 04:13,6.30E+17,"Toronto, Canada",
8364,No candidate mentioned,0.4344,yes,0.6591,0,0.3636,None of the above,0.4344,,LeChatNoire4,,1,,,RT @CamelotGypsy: @maddow So while everyone was watching #GOPDebates &amp; #DebateWithBernie -- @SenSchumer does a Fri night news dump on a Thu…,,07-08-2015 04:12,6.30E+17,Florida,Atlantic Time (Canada)
8365,No candidate mentioned,1,yes,1,1,1,None of the above,0.6667,,CamelotGypsy,,1,,,@maddow So while everyone was watching #GOPDebates &amp; #DebateWithBernie -- @SenSchumer does a Fri night news dump on a Thurs. #IranDeal,,07-08-2015 04:11,6.30E+17,#Progressive in SF Bay Area,Pacific Time (US & Canada)
8366,Donald Trump,1,yes,1,0,0.6966,Foreign Policy,1,,bbrucew12,,8,,,"RT @SupermanHotMale: You liar, Trump, You came out against the war in Iraq because your other businesses went belly up #GopDebates",,07-08-2015 04:07,6.30E+17,,
8367,No candidate mentioned,1,yes,1,1,0.6444,None of the above,1,,CVAdderley,,12,,,RT @fieldnegro: The happiest person in America today after watching those debates is HRC. #GOPDebates.,,07-08-2015 04:06,6.30E+17,Bahamas,Eastern Time (US & Canada)
8368,Ted Cruz,1,yes,1,1,0.6742,None of the above,0.6629,,Lrihendry,,67,,,"#TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates",,07-08-2015 04:05,6.30E+17,James Rosen Alveda King ,Quito
8369,No candidate mentioned,1,yes,1,0,1,FOX News or Moderators,1,,LT_Misc,,157,,,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",,07-08-2015 04:04,6.30E+17,,Quito
8370,No candidate mentioned,0.4335,yes,0.6584,0,0.3526,Jobs and Economy,0.2322,,feminista54,,2,,,RT @diegueno: what working people missed in the #GOPdebates last night http://t.co/v0KyvZoPRu,,07-08-2015 04:04,6.30E+17,Hudson Valley,
